,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
1140,Piano Concerto No.2,Piano Concerto No.2,كونشيرتو البيانو رقم 2,第二钢琴协奏曲,第二號鋼琴協奏曲,Pianoconcert nr.2,Piano Concerto No.2,Piano Concerto No.2,Concerto pour piano No.2,Klavierkonzert Nr.2,Piano Concerto No.2,Konser Piano No.2,Concerto per pianoforte n.2,피아노 협주곡 2번,ピアノ協奏曲第2番,Piano Concerto No.2,Pianokonsert nr.2,Koncert fortepianowy nr 2,Concerto para Piano No.2,Concerto para Piano No.2,Фортепианный концерт №2,Concierto para piano No.2,Pianokonsert no.2,เปียโนคอนแชร์โต้หมายเลข 2,Piyano Konçertosu No.2,2. Piyano Konçertosu,Piano Concerto No.2
1141,Downhearted Blues,Downhearted Blues,البلوز مكتئب,忧郁的蓝调,憂鬱的藍調,Terneergeslagen blues,Downhearted Blues,Downhearted Blues,Des bleus découragés,Downhearted Blues,Downhearted Blues,Blues yang putus asa,Blues scoraggiato,낙담한 블루스,意気消沈したブルース,Downhearted Blues,Nedstemt blues,Przygnębiony blues,Blues desanimados,Blues desanimados,Унылый блюз,Blues desanimado,Downhearted Blues,Downhearted Blues,Yüreksiz Blues,Downhearted Blues,Downhearted Blues
1142,Bessie Smith,Bessie Smith,بيسي سميث,贝西·史密斯,貝西史密斯,Bessie Smith,Bessie Smith,Bessie Smith,Bessie Smith,Bessie Smith,Bessie Smith,Bessie Smith,Bessie Smith,베시 스미스,ベッシー・スミス,Bessie Smith,Bessie Smith,Bessie Smith,Bessie Smith,Bessie Smith,Бесси Смит,Bessie Smith,Bessie Smith,เบสซี่ สมิธ,Bessie Smith,Bessie Smith,Bessie Smith
1143,Heartbeat,Heartbeat,نبض القلب,心跳,心跳,Hartslag,Heartbeat,Heartbeat,Pulsation,Herzschlag,Heartbeat,Denyut jantung,Battito del cuore,하트비트,ハートビート,Heartbeat,Hjerteslag,Bicie serca,Batimento cardíaco,Batimento cardíaco,Сердцебиение,Latido del corazón,Hjärtslag,การเต้นของหัวใจ,Kalp atışı,Kalp Atışı,Nhịp tim
1144,Three Things,Three Things,ثلاثة أشياء,三件事,三件事,Drie dingen,Three Things,Three Things,Trois choses,Drei Dinge,Three Things,Tiga Hal,Tre cose,세개,3つのこと,Three Things,Tre ting,Trzy rzeczy,Três coisas,Três coisas,Три вещи,Tres cosas,Tre saker,สามสิ่ง,Üç Şey,Üç Şey,Ba điều
1145,Sunny,Sunny,مشمس,阳光明媚,陽光明媚,Zonnig,Sunny,Sunny,Ensoleillé,Sonnig,Sunny,Cerah,Soleggiato,화창한,晴れ,Sunny,Solfylt,Słoneczny,Ensolarado,Ensolarado,Солнечный день,Soleado,Solig,แดดจัด,Güneşli,Güneşli,Nhiều nắng
1146,Yubo Fan,Yubo Fan,يوبو فان,樊宇镈,樊宇鎛,Yubo Fan,Yubo Fan,Yubo Fan,Yubo Fan,Yubo-Fan,Yubo Fan,Penggemar Yubo,Yubo Fan,유보 팬,ユウボファン,Yubo Fan,Yubo fan,Yubo Fan,Yubo Fan,Yubo Fan,Юбо Фан,Yubo Fan,Yubo Fan,ยูโบ ฟาน,Yubo Hayranı,Yubo Fan,Yubo Fan
1147,Memory,Memory,ذاكرة,记忆,記憶,Geheugen,Memory,Memory,Mémoire,Erinnerung,Memory,Ingatan,Memoria,메모리,メモリ,Memory,Hukommelse,Pamięć,Memória,Memória,Память,Memoria,Minne,หน่วยความจำ,Hafıza,Hatıra,Ký ức
1148,A Long Letter,A Long Letter,رسالة طويلة,一封长信,一封長信,Een lange brief,A Long Letter,A Long Letter,Une longue lettre,Ein langer Brief,A Long Letter,Surat yang Panjang,Una lunga lettera,긴 편지,長い手紙,A Long Letter,Et langt brev,Długi list,Uma longa carta,Uma longa carta,Длинное письмо,Una carta larga,Ett långt brev,จดหมายยาว,Uzun Bir Mektup,Uzun Bir Mektup,Một lá thư dài
1149,Denny Park,Denny Park,ديني بارك,丹尼公园,丹尼公園,Denny Park,Denny Park,Denny Park,Denny Park,Denny Park,Denny Park,Denny Taman,Denny Park,데니 파크,デニー・パーク,Denny Park,Denny Park,Denny Park,Denny Park,Denny Park,Денни Парк,Denny Park,Denny Park,เดนนี่ ปาร์ค,Denny Parkı,Denny Park,Denny Park
1150,Shadow,Shadow,الظل,阴影,陰影,Schaduw,Shadow,Shadow,Ombre,Schatten,Shadow,Bayangan,Ombra,그림자,影,Shadow,Skygge,Cień,Sombra,Sombra,Тень,Sombra,Skugga,เงา,Gölge,Gölge,Bóng tối
1151,See You,See You,أرك لاحقًا,再见,再見,Tot snel,See You,See You,À bientôt,Wir sehen uns,See You,Sampai jumpa,Ci vediamo,또 봐요,またね,See You,Vi ses,Do zobaczenia,Até Logo,Até Logo,Увидимся,Nos vemos,Vi ses,พบกันใหม่,Görüşürüz,Görüşürüz,Gặp lại bạn
1152,Arirang (Adapted),Arirang (Adapted),أريرانغ (مقتبس),阿里郎（改编）,阿里郎（改編）,Arirang (Aangepast),Arirang (Adapted),Arirang (Adapted),Arirang (adapté),Arirang (Adapted),Arirang (Adapted),Arirang (Diadaptasi),Arirang (adattato),아리랑 – 어댑티드,アリラン（改作）,Arirang (Adapted),Arirang (tilpasset),Arirang (dostosowany),Arirang (adaptado),Arirang (adaptado),Ариран (Адаптированный),Arirang (Adaptado),Arirang (anpassad),อารีรัง (ดัดแปลง),Arirang (Uyarlanmış),Arirang (Uyarlama),Arirang (phiên bản cải biên)
1153,Milyang Arirang,Milyang Arirang,ميليانج أريرانج,密阳阿里郎,密陽阿里郎,Milyang Arirang,Milyang Arirang,Milyang Arirang,Milyang Arirang,Milyang Arirang,Milyang Arirang,Milyang Arirang,Milyang Arirang,밀양 아리랑,密陽アリラン,Milyang Arirang,Milyang Arirang,Milyang Arirang,Milyang Arirang,Milyang Arirang,Мильянг Ариран,Milyang Arirang,Milyang Arirang,มิลยาง อารีรัง,Milyang Arirang,Milyang Arirang,Milyang Arirang
1154,Roasted Chestnut Song,Roasted Chestnut Song,أغنية الكستناء المحمص,烤栗子歌,烤栗子歌,Lied van geroosterde kastanjes,Roasted Chestnut Song,Roasted Chestnut Song,Chanson de châtaignes rôties,Lied über geröstete Kastanien,Roasted Chestnut Song,Lagu Kastanye Panggang,Canzone delle castagne arrostite,군밤타령,焼き栗の歌,Roasted Chestnut Song,Stekt kastanje sang,Piosenka o pieczonych kasztanach,Canção de Castanha Assada,Canção de Castanha Assada,Песня о жареных каштанах,Canción de castañas asadas,Rostad kastanj sång,เพลงเกาลัดคั่ว,Kavrulmuş Kestane Şarkısı,Kavrulmuş Kestane Şarkısı,Bài hát hạt dẻ rang
1155,Whirlpool in the Riptide,Whirlpool in the Riptide,دوامة في التيار,激流中的漩涡,激流中的漩渦,Draaikolk in de Riptide,Whirlpool in the Riptide,Whirlpool in the Riptide,Tourbillon dans le contre-courant,Whirlpool in der Springflut,Whirlpool in the Riptide,Pusaran air di Riptide,Idromassaggio nel Riptide,환류 속 소용돌이,激流の渦,Whirlpool in the Riptide,Whirlpool in the Riptide,Wir w Riptide,Redemoinho na Correnteza,Redemoinho na Correnteza,Водоворот в прибрежной волне,Remolino en la marea alta,Whirlpool in the Riptide,วังวนในคลื่นเชี่ยว,Dalgakıran'daki Girdap,Akıntıdaki Girdap,Whirlpool in the Riptide
1156,Skeleton Folk Song,Skeleton Folk Song,أغنية الهيكل العظمي الشعبية,骷髅民歌,骷髏民歌,Skelettenvolkslied,Skeleton Folk Song,Skeleton Folk Song,Chanson folklorique squelette,Skelett-Volkslied,Skeleton Folk Song,Lagu Rakyat Kerangka,Canzone popolare scheletrica,해골 민요,スケルトンフォークソング,Skeleton Folk Song,Skjelett folkesang,Piosenka ludowa o szkieletach,Canção Folclórica dos Esqueletos,Canção Folclórica dos Esqueletos,Песня о скелетах,Canción popular del esqueleto,Skeleton Folk Song,เพลงพื้นบ้านโครงกระดูก,İskelet Halk Şarkısı,İskelet Halk Şarkısı,Bài hát dân gian của bộ xương
1157,Compass Points North,Compass Points North,نقاط البوصلة الشمالية,指南针北点,指南針北點,Kompas wijst naar het noorden,Compass Points North,Compass Points North,Points de boussole Nord,Kompass zeigt nach Norden,Compass Points North,Kompas Menunjuk ke Utara,La bussola indica il nord,나침반 포인트 노스,コンパスポイント北,Compass Points North,Kompass peker nord,Kompas wskazuje północ,A bússola aponta para o norte,A bússola aponta para o norte,Компас указывает на север,Los Puntos de la Brújula Apuntan al Norte,Compass Points North,เข็มทิศชี้ทิศเหนือ,Pusula Noktaları Kuzey,Pusula Kuzeyi Gösterir,La bàn điểm hướng Bắc
1158,Tales of Gold,Tales of Gold,حكايات الذهب,黄金传说,黃金傳說,Verhalen over goud,Tales of Gold,Tales of Gold,Contes d'or,Geschichten aus Gold,Tales of Gold,Kisah Emas,Storie d'oro,금 이야기,テイルズ オブ ゴールド,Tales of Gold,Tales of Gold,Opowieści ze złota,Contos de Ouro,Contos de Ouro,Сказки о золоте,Cuentos de oro,Tales of Gold,เรื่องเล่าของทอง,Altın Masalları,Altın Öyküleri,Câu chuyện vàng
1159,Whispers of the Birch Forest,Whispers of the Birch Forest,همسات غابة البتولا,白桦林的低语,白樺林的低語,Gefluister van het berkenbos,Whispers of the Birch Forest,Whispers of the Birch Forest,Murmures de la forêt de bouleaux,Flüstern des Birkenwaldes,Whispers of the Birch Forest,Bisikan Hutan Birch,Sussurri della foresta di betulle,자작나무 숲의 속삭임,白樺の森のささやき,Whispers of the Birch Forest,Hvisken fra bjørkeskogen,Szepty Brzozowego Lasu,Sussurros da Floresta de Bétulas,Sussurros da Floresta de Bétulas,Шепот березового леса,Susurros del bosque de abedules,Whispers of the Birch Forest,เสียงกระซิบของป่าเบิร์ช,Huş Ormanının Fısıltıları,Huş Ormanının Fısıltıları,Lời thì thầm của rừng bạch dương
1160,Ancient Folk Song,Ancient Folk Song,الأغنية الشعبية القديمة,古老民歌,古老民歌,Oud volkslied,Ancient Folk Song,Ancient Folk Song,Chanson folklorique ancienne,Altes Volkslied,Ancient Folk Song,Lagu Rakyat Kuno,Canto popolare antico,고대 민요,古代の民謡,Ancient Folk Song,Gammel folkesang,Starożytna pieśń ludowa,Canção Folclórica Antiga,Canção Folclórica Antiga,Древняя народная песня,Canción popular antigua,Forntida folksång,เพลงพื้นบ้านโบราณ,Eski Halk Şarkısı,Kadim Halk Şarkısı,Dân ca cổ
1161,Gauntlet Timing,Gauntlet Timing,توقيت القفاز,挑战时机,挑戰時機,Handschoen timing,Gauntlet Timing,Gauntlet Timing,Timing du gantelet,Gauntlet-Timing,Gauntlet Timing,Waktu Tantangan,Tempismo del guanto di sfida,건틀릿 타이밍,ガントレットのタイミング,Gauntlet Timing,Hansker Timing,Czas rękawicy,Tempo de desafio,Tempo de desafio,Время проведения Перчаток,Sincronización del guantelete,Gauntlet Timing,จับเวลาถุงมือ,Eldiven Zamanlaması,Gauntlet Zamanlaması,Gauntlet Timing
1162,Greg Kurka,Greg Kurka,جريج كوركا,格雷格·库尔卡,格雷格·庫爾卡,Greg Kurka,Greg Kurka,Greg Kurka,Greg Kurka,Greg Kurka,Greg Kurka,Greg Kurka,Greg Kurka,그렉 쿠르카,グレッグ・クルカ,Greg Kurka,Greg Kurka,Greg Kurka,Greg Kurka,Greg Kurka,Грег Курка,Greg Kurka,Greg Kurka,เกร็ก คูร์ก้า,Greg Kurka,Greg Kurka,Greg Kurka
1163,"Black Key Etude (Op.10, No.5)","Black Key Etude (Op.10, No.5)",مقطوعة موسيقية للمفتاح الأسود (المرجع 10، رقم 5),黑键练习曲（Op.10，No.5）,黑鍵練習曲（Op.10，No.5）,"Black Key Etude (Op.10, nr.5)","Black Key Etude (Op.10, No.5)","Black Key Etude (Op.10, No.5)","Étude de clé noire (Op.10, No.5)","Black Key Etüde (Op.10, Nr.5)","Black Key Etude (Op.10, No.5)","Etude Kunci Hitam (Op.10, No.5)","Black Key Etude (Op.10, n.5)","블랙 키 에튀드 Op.10, 5번","黒鍵の練習曲 (Op.10, No.5)","Black Key Etude (Op.10, No.5)","Black Key Etude (Op.10, Nr.5)",Etiuda Czarne klawisze Op.10 nr 5,"Estudo Black Key (Op.10, No.5)","Estudo Black Key (Op.10, No.5)","Этюд ""Черные клавиши"" Op.10 №5","Estudio de Tecla Negra (Op.10, No.5)","Black Key Etude (Op.10, No.5)",แบบฝึกหัดคีย์ดำ (Op.10 หมายเลข 5),"Kara Anahtar Etüdü (Op.10, No.5)","Siyah Tuş Etüdü (Op.10, No.5)","Black Key Etude (Op.10, Số 5)"
1164,Frederic Chopin,Frederic Chopin,فريدريك شوبان,弗雷德里克·肖邦,弗雷德里克·蕭邦,Frederik Chopin,Frederic Chopin,Frederic Chopin,Frédéric Chopin,Frédéric Chopin,Frederic Chopin,Frederic Chopin,Frederic Chopin,프레데릭 쇼팽,フレデリック・ショパン,Frederic Chopin,Frederic Chopin,Frederic Chopin,Frederic Chopin,Frederic Chopin,Фредерик Шопен,Frédéric Chopin,Frederic Chopin,เฟรเดริก โชแปง,Frederic Chopin,Frederic Chopin,Frederic Chopin
1165,Four Seasons - Winter,Four Seasons - Winter,الفصول الاربعة - الشتاء,四个季节 - 冬季,四季 - 冬季,Vier Seizoenen - Winter,Four Seasons - Winter,Four Seasons - Winter,Quatre saisons - Hiver,Vier Jahreszeiten - Winter,Four Seasons - Winter,Empat Musim - Musim Dingin,Le quattro stagioni – L’inverno,사계절 - 겨울,四季 - 冬,Four Seasons - Winter,De fire årstider - Vinter,Cztery pory roku – zima,As Quatro Estações - Inverno,As Quatro Estações - Inverno,Четыре сезона - Зима,Las Cuatro Estaciones - Invierno,De fyra årstiderna – Vintern,สี่ฤดู - ฤดูหนาว,Dört Mevsim - Kış,Dört Mevsim – Kış,Four Seasons - Winter
1166,She'll be Coming Around the Mountain,She'll be Coming Around the Mountain,سوف تأتي حول الجبل,她会绕山而来,她會繞山而來,Ze komt de berg rond,She'll be Coming Around the Mountain,She'll be Coming Around the Mountain,Elle viendra autour de la montagne,Sie wird um den Berg herumkommen,She'll be Coming Around the Mountain,Dia akan datang mengelilingi gunung,Lei farà il giro della montagna,그녀는 산 주위로 올 것이다,彼女は山の周りに来るでしょう,She'll be Coming Around the Mountain,Hun kommer rundt fjellet,Ona będzie krążyć po górach,Ela Virá em Torno da Montanha,Ela Virá em Torno da Montanha,Она обойдет гору,Cuando Ella Venga Bajando la Montaña,She'll be Coming Around the Mountain,เธอกำลังมารอบภูเขา,Dağın Etrafından Gelecek,O Dağın Etrafından Geliyor Olacak,Cô ấy sẽ đến quanh ngọn núi
1167,Suite Gothique Op 25,Suite Gothique Op 25,جناح جوثيك، Op 25,哥特组曲 Op 25,哥德組曲 Op 25,Suite Gothic opus 25,Suite Gothique Op 25,Suite Gothique Op 25,Suite Gothique Op. 25,Suite Gothique op. 25,Suite Gothique Op 25,Suite Gotik Op 25,Suite Gotica Op 25,스위트 고딕 Op 25,組曲ゴシック 作品25,Suite Gothique Op 25,Suite Gothique Op 25,Suita gotycka op. 25,Suíte Gótica Op 25,Suíte Gótica Op 25,"Сюита «Готика», соч. 25",Suite Gótica Op 25,Svit Gothique Op 25,Suite Gothique Op 25,Süit Gotik Op 25,Gotik Süit Op.25,Suite Gothique Op 25
1168,Leon Boellmann,Leon Boellmann,ليون بولمان,莱昂·博尔曼,萊昂·博爾曼,Leon Böllmann,Leon Boellmann,Leon Boellmann,Léon Boellmann,Leon Böllmann,Leon Boellmann,Leon Boellmann,Leon Boellmann,레온 볼만,レオン・ボールマン,Leon Boellmann,Leon Boellmann,Leon Boellmann,Leon Boellmann,Leon Boellmann,Леон Бёльманн,Leon Boellmann,Leon Boellmann,ลีออน โบเอลล์มันน์,Leon Boellmann,Leon Boëllmann,Leon Boellmann
1169,"Love Divine, All Loves Excelling (Blaenwern)","Love Divine, All Loves Excelling (Blaenwern)",الحب الإلهي، الكل يحب التميز (بلاينويرن),热爱神圣，热爱卓越（Blaenwern）,熱愛神聖，熱愛卓越（Blaenwern）,"Goddelijke liefde, alle liefdes blinken uit (Blaenwern)","Love Divine, All Loves Excelling (Blaenwern)","Love Divine, All Loves Excelling (Blaenwern)","Amour divin, tous les amours excellents (Blaenwern)","Love Divine, All Loves Excelling (Blaenwern)","Love Divine, All Loves Excelling (Blaenwern)","Cinta Ilahi, Semua Suka Unggul (Blaenwern)","Amore divino, tutti gli amori eccellono (Blaenwern)","신성한 사랑, 모든 사랑은 탁월함(Blaenwern)","Love Divine, All Loves Excelling (ブレンヴェルン)","Love Divine, All Loves Excelling (Blaenwern)","Love Divine, All Loves Excelling (Blaenwern)","Miłość boska, cała miłość doskonała (Blaenwern)","Amor Divino, Todo Amor é Excelso (Blaenwern)","Amor Divino, Todo Amor é Excelso (Blaenwern)","Божественная любовь, вся любовь превосходна","Amor divino, todos los amores sobresalen (Blaenwern)","Love Divine, All Loves Excelling (Blaenwern)",ความรักอันศักดิ์สิทธิ์ ความรักอันเป็นเลิศ (เบลนเวิร์น),"İlahi Aşk, Herkes Mükemmelleşmeyi Sever (Blaenwern)","İlahi Aşk, Tüm Sevgileri Aşan (Blaenwern)","Tình yêu thiêng liêng, tình yêu cao cả nhất (Blaenwern)"
1170,Charles Wesley & William Rowlands,Charles Wesley & William Rowlands,تشارلز ويسلي وويليام رولاندز,查尔斯·韦斯利和威廉·罗兰兹,查爾斯·韋斯利和威廉·羅蘭茲,Charles Wesley en William Rowlands,Charles Wesley & William Rowlands,Charles Wesley & William Rowlands,Charles Wesley et William Rowlands,Charles Wesley und William Rowlands,Charles Wesley & William Rowlands,Charles Wesley & William Rowlands,Charles Wesley e William Rowlands,찰스 웨슬리 & 윌리엄 롤랜즈,チャールズ・ウェスリー & ウィリアム・ローランズ,Charles Wesley & William Rowlands,Charles Wesley og William Rowlands,Charles Wesley i William Rowlands,Charles Wesley e William Rowlands,Charles Wesley e William Rowlands,Чарльз Уэсли и Уильям Роулендс,Charles Wesley y William Rowlands,Charles Wesley och William Rowlands,ชาร์ลส เวสลีย์ และวิลเลียม โรว์แลนด์,Charles Wesley ve William Rowlands,Charles Wesley & William Rowlands,Charles Wesley & William Rowlands
1171,Piano Sonata No. 8 in A Major,Piano Sonata No. 8 in A Major,سوناتا البيانو رقم 8 في مفتاح لا الكبير,A大调第八钢琴奏鸣曲,A大調第八鋼琴奏鳴曲,Pianosonate nr. 8 in A majeur,Piano Sonata No. 8 in A Major,Piano Sonata No. 8 in A Major,Sonate pour piano No.8 en A majeur,Klaviersonate Nr. 8 in A-Dur,Piano Sonata No. 8 in A Major,Piano Sonata No. 8 dalam A Major,Sonata per pianoforte n. 8 in la maggiore,피아노 소나타 8번 A장조,ピアノ・ソナタ 第8番 イ長調,Piano Sonata No. 8 in A Major,Pianosonate nr. 8 i A-dur,Sonata fortepianowa nr 8 A-dur,Sonata para Piano No.8 em Lá Maior,Sonata para Piano No.8 em Lá Maior,Соната для фортепиано № 8 ля мажор,Sonata para piano No.8 en la mayor,Pianosonat no.8 i A-dur,เปียโนโซนาต้าหมายเลข 8 ในเอเมเจอร์,La Majör Piyano Sonatı No. 8,A Majör 8. Piyano Sonatı,Piano Sonata No. 8 cung A trưởng
